Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0,73,1,0,0.0,1,214.3,145,60.0,13.43,10.8
0,86,1,0,0.0,1,83.8,121,35.0,12.01,6.7
0,153,1,0,0.29,1,154.6,56,51.9,13.15,15.5
0,68,1,0,0.34,1,232.4,76,56.4,7.67,10.5
0,52,1,0,0.0,0,165.5,78,46.0,10.28,12.2
0,148,1,0,0.0,1,86.3,134,36.0,12.33,11.3
0,95,1,1,2.86,0,262.2,123,87.6,8.26,10.6
1,136,1,0,0.31,1,259.4,99,62.1,8.64,10.7
0,217,1,0,0.29,0,123.7,138,45.9,12.43,13.3
0,151,1,0,0.0,2,118.9,128,44.0,13.92,13.2
0,75,1,1,3.02,1,248.9,93,87.2,8.54,11.2
0,66,1,0,0.31,2,205.1,102,58.1,11.64,9.2
0,161,0,0,0.0,2,156.1,114,42.0,9.02,11.1
0,76,1,0,0.0,0,186.1,96,50.0,10.58,8.0
0,88,1,0,0.0,0,55.6,65,31.0,12.14,11.3
0,149,1,1,2.75,0,147.8,132,76.5,13.84,10.2
0,49,1,0,0.15,1,236.6,91,60.5,11.05,8.9
0,73,1,0,0.0,1,224.4,90,52.0,7.98,13.0
0,46,1,0,0.0,3,196.7,85,51.0,10.3,11.2
1,73,1,0,0.0,1,217.8,91,56.0,11.03,10.3
0,130,1,0,0.23,1,115.6,129,36.3,8.39,12.6
0,74,1,0,0.34,0,187.7,127,49.4,8.17,9.1
0,48,1,0,0.0,2,300.4,94,63.0,6.66,7.2
0,10,1,0,0.42,1,222.2,127,55.2,7.66,12.9
0,88,1,0,0.0,2,161.5,92,43.0,8.68,7.9
0,166,1,0,0.0,2,203.4,81,49.0,8.39,9.2
0,88,1,0,0.0,2,274.6,105,61.0,8.06,9.2
0,81,1,0,0.0,2,173.2,80,50.0,11.81,11.8
0,109,1,0,0.0,1,217.0,115,55.0,10.35,8.2
1,138,0,1,2.89,3,211.2,117,91.9,15.63,10.7
0,112,1,0,0.0,3,206.2,122,50.0,8.23,12.6
